UBIGEO,DEPARTAMENTO,PROVINCIA,DISTRITO,Total,NACIMIENTOS,POBLACION_FEMENINA_TOTAL,GESTANTES_ESPERADAS,Lat,Lon
80306,CUSCO,ANTA,LIMATAMBO,8194,156,5027,216,,
80307,CUSCO,ANTA,MOLLEPATA,3443,46,1330,71,,
80308,CUSCO,ANTA,PUCYURA,3349,91,2159,125,,
80309,CUSCO,ANTA,ZURITE,3840,55,1874,78,,
80401,CUSCO,CALCA,CALCA,23305,383,11910,526,,
80402,CUSCO,CALCA,COYA,3763,76,2087,110,,
80403,CUSCO,CALCA,LAMAY,6003,123,2939,175,,
80404,CUSCO,CALCA,LARES,6727,133,3747,185,,
80405,CUSCO,CALCA,PISAC,11494,221,5198,314,,
80406,CUSCO,CALCA,SAN SALVADOR,6135,125,2881,174,,
80407,CUSCO,CALCA,TARAY,4911,104,2368,150,,
80408,CUSCO,CALCA,YANATILE,10056,242,6924,339,,
80501,CUSCO,CANAS,YANAOCA,9558,192,5229,279,,
80502,CUSCO,CANAS,CHECCA,5711,131,3234,185,,
80503,CUSCO,CANAS,KUNTURKANKI,5345,87,2927,129,,
80504,CUSCO,CANAS,LANGUI,2223,46,1243,72,,
80505,CUSCO,CANAS,LAYO,5810,114,3302,170,,
80506,CUSCO,CANAS,PAMPAMARCA,1938,33,996,53,,
80507,CUSCO,CANAS,QUEHUE,2827,76,1777,114,,
80508,CUSCO,CANAS,TUPAC AMARU,2737,55,1462,90,,
80601,CUSCO,CANCHIS,SICUANI,64605,966,29774,1346,,
80602,CUSCO,CANCHIS,CHECACUPE,5279,78,2513,124,,
80603,CUSCO,CANCHIS,COMBAPATA,5182,95,2674,136,,
80604,CUSCO,CANCHIS,MARANGANI,10751,199,5841,279,,
80605,CUSCO,CANCHIS,PITUMARCA,8363,156,3808,223,,
80606,CUSCO,CANCHIS,SAN PABLO,4632,79,2413,120,,
80607,CUSCO,CANCHIS,SAN PEDRO,2872,35,1411,56,,
80608,CUSCO,CANCHIS,TINTA,5607,98,2831,147,,
80701,CUSCO,CHUMBIVILCAS,SANTO TOMAS,23837,553,13321,774,,
80702,CUSCO,CHUMBIVILCAS,CAPACMARCA,4307,65,2282,98,,
80703,CUSCO,CHUMBIVILCAS,CHAMACA,6918,229,4455,329,,
80704,CUSCO,CHUMBIVILCAS,COLQUEMARCA,7570,187,4439,268,,
80705,CUSCO,CHUMBIVILCAS,LIVITACA,12931,342,6869,472,,
80706,CUSCO,CHUMBIVILCAS,LLUSCO,4781,163,3638,237,,
80707,CUSCO,CHUMBIVILCAS,QUINOTA,4185,130,2480,181,,
80708,CUSCO,CHUMBIVILCAS,VELILLE,8642,180,4257,254,,
80801,CUSCO,ESPINAR,ESPINAR,38885,536,17012,745,,
80802,CUSCO,ESPINAR,CONDOROMA,949,25,696,41,,
80803,CUSCO,ESPINAR,COPORAQUE,11121,382,9281,542,,
80804,CUSCO,ESPINAR,OCORURO,1121,22,797,33,,
80805,CUSCO,ESPINAR,PALLPATA,5306,107,2760,150,,
80806,CUSCO,ESPINAR,PICHIGUA,3060,56,1812,86,,
80807,CUSCO,ESPINAR,SUYCKUTAMBO,1790,59,1407,86,,
80808,CUSCO,ESPINAR,ALTO PICHIGUA,2126,59,1579,87,,
80901,CUSCO,LA CONVENCION,SANTA ANA,31667,456,17165,629,,
80902,CUSCO,LA CONVENCION,ECHARATE,28022,718,13480,1327,,
80903,CUSCO,LA CONVENCION,HUAYOPATA,5670,64,2359,93,,
80904,CUSCO,LA CONVENCION,MARANURA,4831,86,3015,120,,
80905,CUSCO,LA CONVENCION,OCOBAMBA,5071,116,3470,163,,
80906,CUSCO,LA CONVENCION,QUELLOUNO,15688,322,9046,455,,
80907,CUSCO,LA CONVENCION,KIMBIRI,19531,376,7495,529,,
80908,CUSCO,LA CONVENCION,SANTA TERESA,7186,107,3216,148,,
80909,CUSCO,LA CONVENCION,VILCABAMBA,11227,279,7296,382,,
80910,CUSCO,LA CONVENCION,PICHARI,26618,509,10536,705,,
80911,CUSCO,LA CONVENCION,INKAWASI,5060,98,2538,132,,
80912,CUSCO,LA CONVENCION,VILLA VIRGEN,2412,38,916,49,,
80913,CUSCO,LA CONVENCION,VILLA KINTIARINA,2413,65,1120,80,,
80914,CUSCO,LA CONVENCION,MEGANTONI,8086,292,9589,1351,,
81001,CUSCO,PARURO,PARURO,3562,64,1681,94,,
81002,CUSCO,PARURO,ACCHA,3308,80,1931,118,,
81003,CUSCO,PARURO,CCAPI,3318,77,1837,113,,
81004,CUSCO,PARURO,COLCHA,985,22,558,36,,
81005,CUSCO,PARURO,HUANOQUITE,5312,101,2853,147,,
81006,CUSCO,PARURO,OMACHA,6142,181,3682,257,,
81007,CUSCO,PARURO,PACCARITAMBO,2173,35,1019,58,,
81008,CUSCO,PARURO,PILLPINTO,1052,12,622,22,,
81009,CUSCO,PARURO,YAURISQUE,2099,55,1277,75,,
81101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,13642,340,6593,469,,
81102,CUSCO,PAUCARTAMBO,CAICAY,3017,91,1404,124,,
81103,CUSCO,PAUCARTAMBO,CHALLABAMBA,9836,298,5862,417,,
81104,CUSCO,PAUCARTAMBO,COLQUEPATA,9351,331,5348,462,,
81105,CUSCO,PAUCARTAMBO,HUANCARANI,7925,221,3882,310,,
81106,CUSCO,PAUCARTAMBO,KOSNIPATA,5066,141,2886,197,,
81201,CUSCO,QUISPICANCHI,URCOS,12098,172,4696,247,,
81202,CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,6710,119,2772,167,,
81203,CUSCO,QUISPICANCHI,CAMANTI,2582,35,1066,54,,
81204,CUSCO,QUISPICANCHI,CCARHUAYO,3207,88,1607,124,,
81205,CUSCO,QUISPICANCHI,CCATCA,15483,465,9213,648,,
81206,CUSCO,QUISPICANCHI,CUSIPATA,4821,104,2471,140,,
81207,CUSCO,QUISPICANCHI,HUARO,4987,77,2282,105,,
81208,CUSCO,QUISPICANCHI,LUCRE,5063,86,2043,121,,
81209,CUSCO,QUISPICANCHI,MARCAPATA,5009,110,2304,155,,
81210,CUSCO,QUISPICANCHI,OCONGATE,18106,365,7993,503,,
81211,CUSCO,QUISPICANCHI,OROPESA,10668,131,3770,181,,
81212,CUSCO,QUISPICANCHI,QUIQUIJANA,11924,266,5491,377,,
81301,CUSCO,URUBAMBA,URUBAMBA,23176,370,10511,506,,
81302,CUSCO,URUBAMBA,CHINCHERO,12035,179,4868,241,,
81303,CUSCO,URUBAMBA,HUAYLLABAMBA,6192,87,2663,124,,
81304,CUSCO,URUBAMBA,MACHUPICCHU,5915,106,4384,149,,
81305,CUSCO,URUBAMBA,MARAS,6818,97,2912,137,,
81306,CUSCO,URUBAMBA,OLLANTAYTAMBO,11789,248,5584,337,,
81307,CUSCO,URUBAMBA,YUCAY,3453,69,1702,94,,
90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,41737,815,14876,1127,,
90102,HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,2046,145,1657,201,,
90103,HUANCAVELICA,HUANCAVELICA,ACORIA,18611,970,12848,1380,,
90104,HUANCAVELICA,HUANCAVELICA,CONAYCA,773,37,459,49,,
90105,HUANCAVELICA,HUANCAVELICA,CUENCA,1099,70,724,96,,
90106,HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,2007,88,1036,128,,
90107,HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,593,21,296,31,,
90108,HUANCAVELICA,HUANCAVELICA,IZCUCHACA,855,31,328,41,,
90109,HUANCAVELICA,HUANCAVELICA,LARIA,688,51,526,65,,
90110,HUANCAVELICA,HUANCAVELICA,MANTA,964,53,684,72,,
90111,HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,508,38,374,47,,
90112,HUANCAVELICA,HUANCAVELICA,MOYA,923,52,940,78,,
90113,HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,1730,73,975,107,,
90114,HUANCAVELICA,HUANCAVELICA,PALCA,1910,81,1185,117,,
90115,HUANCAVELICA,HUANCAVELICA,PILCHACA,467,19,216,23,,
90116,HUANCAVELICA,HUANCAVELICA,VILCA,1890,80,1141,116,,
90117,HUANCAVELICA,HUANCAVELICA,YAULI,21579,1176,12039,1664,,
90118,HUANCAVELICA,HUANCAVELICA,ASCENSION,16331,297,4570,417,,
90119,HUANCAVELICA,HUANCAVELICA,HUANDO,6445,193,2780,276,,
90201,HUANCAVELICA,ACOBAMBA,ACOBAMBA,9359,232,3648,333,,
90202,HUANCAVELICA,ACOBAMBA,ANDABAMBA,3389,171,2062,237,,
90203,HUANCAVELICA,ACOBAMBA,ANTA,4930,245,3406,346,,
90204,HUANCAVELICA,ACOBAMBA,CAJA,1846,53,1094,72,,
90205,HUANCAVELICA,ACOBAMBA,MARCAS,1521,81,886,109,,
